first_author,year,full_entry
Schlam,2021,"Schlam, I., Church, S.E., Hether, T.D., Chaldekas, K., Hudson, B.M., White, A.M., Maisonet, E., Harris, B.T. and Swain, S.M. (2021). The tumor immune microenvironment of primary and metastatic HER2− positive breast cancers utilizing gene expression and spatial proteomic profiling. Journal of Translational Medicine, 19, pp.1-14."
Schuijers,2018,"Schuijers, J., Manteiga, J.C., Weintraub, A.S., Day, D.S., Zamudio, A.V., Hnisz, D., Lee, T.I. and Young, R.A. (2018). Transcriptional dysregulation of MYC reveals common enhancer-docking mechanism. Cell reports, 23(2), pp.349-360."
Schwartz,2006,"Schwartz, M., Zlotorynski, E. and Kerem, B. (2006). The molecular basis of common and rare fragile sites. Cancer letters, 232(1), pp.13-26."
Selvakumar,2022,"Selvakumar, S.C., Preethi, K.A., Ross, K., Tusubira, D., Khan, M.W.A., Mani, P., Rao, T.N. and Sekar, D. (2022). CRISPR/Cas9 and next generation sequencing in the personalized treatment of Cancer. Molecular Cancer, 21(1), p.83."
Senchenko,2004,"Senchenko, V.N., Liu, J., Loginov, W., Bazov, I., Angeloni, D., Seryogin, Y., Ermilova, V., Kazubskaya, T., Garkavtseva, R., Zabarovska, V.I. and Kashuba, V.I. (2004). Discovery of frequent homozygous deletions in chromosome 3p21. 3 LUCA and AP20 regions in renal, lung and breast carcinomas. Oncogene, 23(34), pp.5719-5728."
Seo,2005,"Seo, J., Chung, Y.S., Sharma, G.G., Moon, E., Burack, W.R., Pandita, T.K. and Choi, K. (2005). Cdt1 transgenic mice develop lymphoblastic lymphoma in the absence of p53. Oncogene, 24(55), pp.8176-8186."
Serhii,2022,"Serhii, K., Anastasiia, H., Oksana, M., Liubov, S., Nataliia, V., Sergii, L., Kyrylo, L., Iryna, I., Rostyslav, S. and Alla, R. (2022). Tristetraproline in breast cancer: treat or trick?. bioRxiv, pp.2022-05."
Sethi,2023,"Sethi, R. (2023). Identification of structural variations from whole genome sequencing of cancer patients (Doctoral dissertation, Dissertation, Mainz, Johannes Gutenberg-Universität Mainz, 2023)."
Sgarbi,2018,"Sgarbi, G., Barbieri, E. and Gorini, G. (2018). ATP synthase dysfunction in cancer and neurodegeneration. Frontiers in Physiology, 9, p.1246."
Shah,2012,"Shah, S.P., Roth, A., Goya, R., Oloumi, A., Ha, G., Zhao, Y., Turashvili, G., Ding, J., Tse, K., Haffari, G. and Bashashati, A. (2012). The clonal and mutational evolution spectrum of primary triple-negative breast cancers. Nature, 486(7403), pp.395-399."
Shaikh,2021,"Shaikh Solaiman, N. (2021) The role of the RNA-binding protein ZFP36L1 in suppression of replication stress-induced genomic instability. PhD thesis, University of Westminster."
Shaikh,2022,"Shaikh, N., Mazzagatti, A., De Angelis, S., Johnson, S.C., Bakker, B., Spierings, D.C., Wardenaar, R., Maniati, E., Wang, J., Boemo, M.A. and Foijer, F. (2022). Replication stress generates distinctive landscapes of DNA copy number alterations and chromosome scale losses. Genome Biology, 23(1), p.223."
Sharma,2024,"Sharma, M.P., Shukla, S. and Misra, G. (2024). Recent advances in breast cancer cell line research. International Journal of Cancer, 154(10), pp.1683-1693."
Shendure,2017,"Shendure, J., Balasubramanian, S., Church, G.M., Gilbert, W., Rogers, J., Schloss, J.A. and Waterston, R.H. (2017) DNA sequencing at 40: past, present and future. Nature, 550(7676), pp.345-353."
Sher,2022,"Sher, G., Salman, N.A., Khan, A.Q., Prabhu, K.S., Raza, A., Kulinski, M., Dermime, S., Haris, M., Junejo, K. and Uddin, S. (2022), August. Epigenetic and breast cancer therapy: Promising diagnostic and therapeutic applications. In Seminars in cancer biology (Vol. 83, pp. 152-165). Academic Press."
Shi,2015,"Shi, J., Ren, Y., Zhen, L. and Qiu, X. (2015). Exosomes from breast cancer cells stimulate proliferation and inhibit apoptosis of CD133+ cancer cells in vitro. Molecular medicine reports, 11(1), pp.405-409."
Shiovitz,2015,"Shiovitz, S. and Korde, L.A. (2015). Genetics of breast cancer: a topic in evolution. Annals of Oncology, 26(7), pp.1291-1299."
Sidali,2023,"Sidali, A. (2023) The adenylate-uridylate-rich element RNA binding protein ZFP36L1 suppresses replication stress-induced genomic instability. PhD thesis, University of Westminster."
Sidali,2021,"Sidali, A., Teotia, V., Solaiman, N.S., Bashir, N., Kanagaraj, R., Murphy, J.J. and Surendranath, K. (2021). AU-rich element RNA binding proteins: at the crossroads of post-transcriptional regulation and genome integrity. International Journal of Molecular Sciences, 23(1), p.96."
Siegel,2019,"Siegel, R.L., Miller, K.D. and Jemal, A. (2019). Cancer statistics, 2019. CA: a cancer journal for clinicians, 69(1), pp.7-34."
Simpson,2021,"Simpson, B.S., Pye, H. and Whitaker, H.C. (2021). The oncological relevance of fragile sites in cancer. Communications Biology, 4(1), p.567."
Sinai,2018,"Sinai, M.I.T. and Kerem, B. (2018). DNA replication stress drives fragile site instability. Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis, 808, pp.56-61."
Singh,2023,"Singh, P. and Ali, S.A. (2023). S100 proteins in mammary gland regulation and their role in breast cancer metastasis. Advances in Cancer Biology-Metastasis."
Smith,2007,"Smith, D.I., McAvoy, S., Zhu, Y. and Perez, D.S. (2007), February. Large common fragile site genes and cancer. In Seminars in cancer biology (Vol. 17, No. 1, pp. 31-41). Academic Press."
Smith,2006,"Smith, D.I., Zhu, Y., McAvoy, S. and Kuhn, R. (2006). Common fragile sites, extremely large genes, neural development and cancer. Cancer letters, 232(1), pp.48-57."
Smith,2021,"Smith, L.M., Agar, J.N., Chamot-Rooke, J., Danis, P.O., Ge, Y., Loo, J.A., Paša-Tolić, L., Tsybin, Y.O., Kelleher, N.L. and Consortium for Top-Down Proteomics (2021). The human proteoform project: defining the human proteome. Science advances, 7(46), p.eabk0734."
Sobocińska,2021,"Sobocińska, J., Molenda, S., Machnik, M. and Oleksiewicz, U. (2021). KRAB-ZFP transcriptional regulators acting as oncogenes and tumor suppressors: an overview. International journal of molecular sciences, 22(4), p.2212."
Sobolewski,2022,"Sobolewski, C., Dubuquoy, L. and Legrand, N. (2022). MicroRNAs, tristetraprolin Family members and HuR: a complex interplay controlling cancer-related processes. Cancers, 14(14), p.3516."
Song,2021,"Song, W.M., Agrawal, P., Von Itter, R., Fontanals-Cirera, B., Wang, M., Zhou, X., Mahal, L.K., Hernando, E. and Zhang, B. (2021). Network models of primary melanoma microenvironments identify key melanoma regulators underlying prognosis. Nature communications, 12(1), p.1214."
Spadari,1982,"Spadari, S., Sala, F. and Pedrali-Noy, G. (1982). Aphidicolin: a specific inhibitor of nuclear DNA replication in eukaryotes. Trends in Biochemical Sciences, 7(1), pp.29-32."
Srikrishna,2009,"Srikrishna, G. and Freeze, H.H. (2009). Endogenous damage-associated molecular pattern molecules at the crossroads of inflammation and cancer. Neoplasia, 11(7), pp.615-628."
Srinivasan,2013,"Srinivasan, S.V., Dominguez-Sola, D., Wang, L.C., Hyrien, O. and Gautier, J. (2013). Cdc45 is a critical effector of myc-dependent DNA replication stress. Cell reports, 3(5), pp.1629-1639."
Stastna,2012,"Stastna, M. and Van Eyk, J.E. (2012). Analysis of protein isoforms: can we do it better?. Proteomics, 12(19-20), pp.2937-2948."
Stauber,2012,"Stauber, T., Jentsch, T. J. (2012). Chloride in vesicular trafficking and beyond. Nature Reviews Molecular Cell Biology, 14(7), 12-22."
Stauber,2012,"Stauber, T., Weinert, S. and Jentsch, T.J. (2012). Cell biology and physiology of CLC chloride channels and transporters. Comprehensive Physiology, 2(3), pp.1701-1744."
Steele,2022,"Steele, C.D., Abbasi, A., Islam, S.A., Bowes, A.L., Khandekar, A., Haase, K., Hames-Fathi, S., Ajayi, D., Verfaillie, A., Dhami, P. and McLatchie, A. (2022). Signatures of copy number alterations in human cancer. Nature, 606(7916), pp.984-991."
Sternlicht,2005,"Sternlicht, M.D. (2005). Key stages in mammary gland development: the cues that regulate ductal branching morphogenesis. Breast Cancer Research, 8(1), pp.1-11."
Stewart,2021,"Stewart, J.B. and Chinnery, P.F. (2021). Extreme heterogeneity of human mitochondrial DNA from organelles to populations. Nature Reviews Genetics, 22(2), pp.106-118."
Stingl,2007,"Stingl, J. and Caldas, C. (2007). Molecular heterogeneity of breast carcinomas and the cancer stem cell hypothesis. Nature Reviews Cancer, 7(10), pp.791-799."
Stumpo,2010,"Stumpo, D.J., Lai, W.S. and Blackshear, P.J. (2010). Inflammation: cytokines and RNA‐based regulation. Wiley Interdisciplinary Reviews: RNA, 1(1), pp.60-80."
Sugino,2022,"Sugino, H. and Sawada, Y. (2022). Influence of S100A2 in human diseases. Diagnostics, 12(7), p.1756."
Sun,2025,"Sun, S., Liu, L., Zhang, J., Sun, L., Shu, W., Yang, Z., Yao, H. and Zhang, Z. (2025). The role of neoantigens and tumor mutational burden in cancer immunotherapy: advances, mechanisms, and perspectives. Journal of Hematology & Oncology, 18(1), p.84."
Sung,2021,"Sung, H., Ferlay, J., Siegel, R.L., Laversanne, M., Soerjomataram, I., Jemal, A. and Bray, F. (2021). Global cancer statistics 2020: GLOBOCAN estimates of incidence and mortality worldwide for 36 cancers in 185 countries. CA: a cancer journal for clinicians, 71(3), pp.209-249."
Sutherland,1991,"Sutherland, G.R. (1991). Chromosomal fragile sites. Genetic Analysis: Biomolecular Engineering, 8(6), pp.161-166."
Sweeney,2017,"Sweeney, P., Park, H., Baumann, M., Dunlop, J., Frydman, J., Kopito, R., McCampbell, A., Leblanc, G., Venkateswaran, A., Nurmi, A. and Hodgson, R. (2017). Protein misfolding in neurodegenerative diseases: implications and strategies. Translational neurodegeneration, 6, pp.1-13."
Szymonowicz,2020,"Szymonowicz, K.A. and Chen, J. (2020). Biological and clinical aspects of HPV-related cancers. Cancer biology & medicine, 17(4), p.864."
Tao,2019,"Tao, L., Zhou, J., Yuan, C., Zhang, L., Li, D., Si, D., Xiu, D. and Zhong, L. (2019). Metabolomics identifies serum and exosomes metabolite markers of pancreatic cancer. Metabolomics, 15, pp.1-11."
Tata,2016,"Tata, P.R. and Rajagopal, J. (2016). Cellular plasticity: 1712 to the present day. Current opinion in cell biology, 43, pp.46-54."
Taymaz-Nikerel,2018,"Taymaz-Nikerel, H., Karabekmez, M.E., Eraslan, S. and Kırdar, B. (2018). Doxorubicin induces an extensive transcriptional and metabolic rewiring in yeast cells. Scientific reports, 8(1), p.13672."
Teotia,2024,"Teotia, V. (2024) Investigating the involvement of RNA-binding protein ZFP36L1 in breast cancer progression. PhD thesis, University of Westminster."
Thorvaldsdóttir,2013,"Thorvaldsdóttir, H., Robinson, J.T. and Mesirov, J.P. (2013). Integrative Genomics Viewer (IGV): high-performance genomics data visualization and exploration. Briefings in bioinformatics, 14(2), pp.178-192."
Tiessen,2012,"Tiessen, Axel, Paulino Pérez-Rodríguez, and Luis José Delaye-Arredondo. ""Mathematical modeling and comparison of protein size distribution in different plant, animal, fungal and microbial species reveals a negative correlation between protein size and protein number, thus providing insight into the evolution of proteomes."" BMC research notes 5 (2012): 1-23."
Timofeeva,2015,"Timofeeva, M.N., Kinnersley, B., Farrington, S.M., Whiffin, N., Palles, C., Svinti, V., Lloyd, A., Gorman, M., Ooi, L.Y., Hosking, F. and Barclay, E. (2015). Recurrent coding sequence variation explains only a small fraction of the genetic architecture of colorectal cancer. Scientific reports, 5(1), p.16286."
Tinsley,2024,"Tinsley, E., Bredin, P., Toomey, S., Hennessy, B.T. and Furney, S.J. (2024). KMT2C and KMT2D aberrations in breast cancer. Trends in Cancer."
Tock,2005,"Tock, M.R. and Dryden, D.T. (2005) The biology of restriction and anti-restriction. Current opinion in microbiology, 8(4), pp.466-472."
Tufail,2022,"Tufail, M., Cui, J. and Wu, C. (2022). Breast cancer: molecular mechanisms of underlying resistance and therapeutic approaches. American journal of cancer research, 12(7), p.2920."
Técher,2017,"Técher, H., Koundrioukoff, S., Nicolas, A. and Debatisse, M. (2017). The impact of replication stress on replication dynamics and DNA damage in vertebrate cells. Nature Reviews Genetics, 18(9), pp.535-550."
Uboveja,2020,"Uboveja, A., Satija, Y.K., Siraj, F., Sharma, I. and Saluja, D. (2020). p73–NAV3 axis plays a critical role in suppression of colon cancer metastasis. Oncogenesis, 9(2), p.12."
Velten,2021,"Velten, L., Story, B.A., Hernández-Malmierca, P., Raffel, S., Leonce, D.R., Milbank, J., Paulsen, M., Demir, A., Szu-Tu, C., Frömel, R. and Lutz, C. (2021). Identification of leukemic and pre-leukemic stem cells by clonal tracking from single-cell transcriptomics. Nature communications, 12(1), p.1366."
Vinik,2020,"Vinik, Y., Ortega, F.G., Mills, G.B., Lu, Y., Jurkowicz, M., Halperin, S., Aharoni, M., Gutman, M. and Lev, S. (2020). Proteomic analysis of circulating extracellular vesicles identifies potential markers of breast cancer progression, recurrence, and response. Science advances, 6(40), p.eaba5714."
Vogel,2016,"Vogel, K.U., Bell, L.S., Galloway, A., Ahlfors, H. and Turner, M. (2016). The RNA-binding proteins Zfp36l1 and Zfp36l2 enforce the thymic β-selection checkpoint by limiting DNA damage response signaling and cell cycle progression. The Journal of Immunology, 197(7), pp.2673-2685."
Vollger,2023,"Vollger, M.R., Dishuck, P.C., Harvey, W.T., DeWitt, W.S., Guitart, X., Goldberg, M.E., Rozanski, A.N., Lucas, J., Asri, M. and Munson, K.M. (2023). Increased mutation and gene conversion within human segmental duplications. Nature, 617(7960), pp.325-334."
Voss,2014,"Voss, F.K., Ullrich, F. and Münch, J. (2014). Identification of LRRC8 heteromers as an essential component of the volume-regulated anion channel VRAC. Science, 344(6184), pp.634-638."
Wang,2021,"Wang, H., Guo, S., Kim, S.J., Shao, F., Ho, J.W.K., Wong, K.U., Miao, Z., Hao, D., Zhao, M., Xu, J. and Zeng, J. (2021). Cisplatin prevents breast cancer metastasis through blocking early EMT and retards cancer growth together with paclitaxel. Theranostics, 11(5), p.2442."
Wang,2017,"Wang, M., Zhao, J., Zhang, L., Wei, F., Lian, Y., Wu, Y., Gong, Z., Zhang, S., Zhou, J., Cao, K. and Li, X. (2017). Role of tumor microenvironment in tumorigenesis. Journal of Cancer, 8(5), p.761."
Wang,2020,"Wang, R., Li, B., Lam, S.M. and Shui, G. (2020). Integration of lipidomics and metabolomics for in-depth understanding of cellular mechanism and disease progression. Journal of genetics and genomics, 47(2), pp.69-83."
Wang,2021,"Wang, X., Jia, J., Gu, X., Zhao, W.W., Chen, C., Wu, W., Wang, J. and Xu, M. (2021). Screening of breast cancer methylation biomarkers based on the TCGA database. International Journal of General Medicine, pp.9833-9839."
Wang,2005,"Wang, Y., Putnam, C.D., Kane, M.F., Zhang, W., Edelmann, L., Russell, R., Carrión, D.V., Chin, L., Kucherlapati, R., Kolodner, R.D. and Edelmann, W. (2005). Mutation in Rpa1 results in defective DNA double-strand break repair, chromosomal instability and cancer in mice. Nature genetics, 37(7), pp.750-755."
Wang,2015,"Wang, Y., Zhang, T., Kwiatkowski, N., Abraham, B.J., Lee, T.I., Xie, S., Yuzugullu, H., Von, T., Li, H., Lin, Z. and Stover, D.G. (2015). CDK7-dependent transcriptional addiction in triple-negative breast cancer. Cell, 163(1), pp.174-186."
Wang,2025,"Wang, Z., Huang, D., Li, S. and Ke, L. (2025). Role of tumor mutational burden in patients with urothelial carcinoma treated with immune checkpoint inhibitors: a systematic review and meta-analysis. Frontiers in Immunology, 16, p.1592761."
Wasinger,1995,"Wasinger, V.C., Cordwell, S.J., Cerpa‐Poljak, A., Yan, J.X., Gooley, A.A., Wilkins, M.R., Duncan, M.W., Harris, R., Williams, K.L. and Humphery‐Smith, I. (1995). Progress with gene‐product mapping of the Mollicutes: Mycoplasma genitalium. Electrophoresis, 16(1), pp.1090-1094."
Watson,2013,"Watson, I.R., Takahashi, K., Futreal, P.A. and Chin, L. (2013). Emerging patterns of somatic mutations in cancer. Nature Reviews Genetics, 14(10), pp.703-718."
Weigelt,2010,"Weigelt, B., Geyer, F.C. and Reis-Filho, J.S. (2010). Histological types of breast cancer: how special are they?. Molecular oncology, 4(3), pp.192-208."
Welch,2013,"Welch, B.M. and Kawamoto, K. (2013). The need for clinical decision support integrated with the electronic health record for the clinical application of whole genome sequencing information. Journal of personalized medicine, 3(4), pp.306-325."
Whittaker,2019,"Whittaker, K., Burgess, R., Jones, V., Yang, Y., Zhou, W., Luo, S., Wilson, J. and Huang, R.P. (2019). Quantitative proteomic analyses in blood: A window to human health and disease. Journal of leukocyte biology, 106(3), pp.759-775."
Wilczyński,2021,"Wilczyński, B., Dąbrowska, A., Saczko, J. and Kulbacka, J. (2021). The role of chloride channels in the multidrug resistance. Membranes, 12(1), p.38."
Wilczyński,2021,"Wilczyński, B., Song, Y. and Patel, K. (2021). Ion channels and metastasis: How ion transport influences cancer cell migration. Trends in Cancer, 7(5), pp.366-380."
Wilczyński,2021,"Wilczyński, B., Song, Y., & Patel, K. (2021). Ion channels in cancer: New insights into metastasis and therapy resistance. Trends in Cancer, 7(5), 366-380."
Woodward,2021,"Woodward, E.R., van Veen, E.M. and Evans, D.G. (2021). From BRCA1 to polygenic risk scores: mutation-associated risks in breast cancer-related genes. Breast Care, 16(3), pp.202-213."
Wu,2022,"Wu, K., Zou, L., Lei, X. and Yang, X. (2022). Roles of ABCA1 in cancer. Oncology Letters, 24(4), p.349."
Wu,2020,"Wu, S.C. (2020). Elucidating the Mechanism through which Loss-of-Function in RB1 Mediates Poor Prognosis in Osteosarcoma (Doctoral dissertation, University of California, Irvine)."
Wu,2014,"Wu, X., Renuse, S., Sahasrabuddhe, N.A., Zahari, M.S., Chaerkady, R., Kim, M.S., Nirujogi, R.S., Mohseni, M., Kumar, P., Raju, R. and Zhong, J. (2014). Activation of diverse signalling pathways by oncogenic PIK3CA mutations. Nature communications, 5(1), p.4961."
Xiong,2025,"Xiong, X., Zheng, L.W., Ding, Y., Chen, Y.F., Cai, Y.W., Wang, L.P., Huang, L., Liu, C.C., Shao, Z.M. and Yu, K.D. (2025). Breast cancer: pathogenesis and treatments. Signal Transduction and Targeted Therapy, 10(1), p.49."
Xu,2011,"Xu, J., Liu, Y., & Liu, S. (2011). The role of CLC-3 in cancer cell proliferation and migration. Journal of Cancer Research and Clinical Oncology, 137(12), 1857-1865."
Xu,2024,"Xu, L., Chen, X.J., Yan, Q., Lei, X.T., Liu, H.L., Xu, J.P., Shang, W.T., Huang, J.L., Chen, Z.T., Tan, X.L. and Lin, H.J. (2024). Zinc finger protein 180 induces an apoptotic phenotype by activating METTL14 transcriptional activity in colorectal cancer. Oncology Reports, 52(4), pp.1-18."
Xu,2011,"Xu, Y., Zheng, H., Kang, J.S., Zhang, L., Su, J., Li, H.Y. and Sun, L.K. (2011). 5‐Nitro‐2‐(3‐phenylpropylamino) benzoic acid induced drug resistance to cisplatin in human erythroleukemia cell lines. The Anatomical Record: Advances in Integrative Anatomy and Evolutionary Biology, 294(6), pp.945-952."
Yang,2019,"Yang, M., Zeng, C., Li, P., Qian, L., Ding, B., Huang, L., Li, G., Jiang, H., Gong, N. and Wu, W. (2019). Impact of CXCR4 and CXCR7 knockout by CRISPR/Cas9 on the function of triple-negative breast cancer cells. OncoTargets and therapy, 12, p.3849."
Yao,2019,"Yao, C.H., Wang, L., Stancliffe, E., Sindelar, M., Cho, K., Yin, W., Wang, Y. and Patti, G.J. (2019). Dose-response metabolomics to understand biochemical mechanisms and off-target drug effects with the TOXcms software. Analytical chemistry, 92(2), pp.1856-1864."
Yao,2014,"Yao, Y. and Dai, W. (2014). Genomic instability and cancer. Journal of carcinogenesis & mutagenesis, 5, p.1000165."
Yin,2020,"Yin, L., Duan, J.J., Bian, X.W. and Yu, S.C. (2020). Triple-negative breast cancer molecular subtyping and treatment progress. Breast Cancer Research, 22, pp.1-13."
Yue,2013,"Yue, W., Yager, J.D., Wang, J.P., Jupe, E.R. and Santen, R.J. (2013). Estrogen receptor-dependent and independent mechanisms of breast cancer carcinogenesis. Steroids, 78(2), pp.161-170."
Zechel,2019,"Zechel, S., Hager, M.D., Priemel, T. and Harrington, M.J. (2019). Healing through histidine: Bioinspired pathways to self-healing polymers via imidazole–metal coordination. Biomimetics, 4(1), p.20."
Zekavati,2014,"Zekavati, A., Nasir, A., Alcaraz, A., Aldrovandi, M., Marsh, P., Norton, J.D. and Murphy, J.J. (2014). Post-transcriptional regulation of BCL2 mRNA by the RNA-binding protein ZFP36L1 in malignant B cells. PloS one, 9(7), p.e102625."
Zeman,2014,"Zeman, M.K. and Cimprich, K.A. (2014). Causes and consequences of replication stress. Nature cell biology, 16(1), pp.2-9."
Zhang,2021,"Zhang, D., Zhou, Z., Yang, R., Zhang, S., Zhang, B., Tan, Y., Chen, L., Li, T. and Tu, J. (2021). Tristetraprolin, a potential safeguard against carcinoma: role in the tumor microenvironment. Frontiers in Oncology, 11, p.632189."
Zhang,2013,"Zhang, H., Liu, J., Yue, D., Gao, L., Wang, D., Zhang, H. and Wang, C. (2013). Clinical significance of E-cadherin, β-catenin, vimentin and S100A4 expression in completely resected squamous cell lung carcinoma. Journal of clinical pathology, 66(11), pp.937-945."
Zhang,2021,"Zhang, H., Qin, C., An, C., Zheng, X., Wen, S., Chen, W., Liu, X., Lv, Z., Yang, P., Xu, W. and Gao, W. (2021). Application of the CRISPR/Cas9-based gene editing technique in basic research, diagnosis, and therapy of cancer. Molecular Cancer, 20, pp.1-22."
Zhang,2013,"Zhang, H.Y., Liang, F., Jia, Z.L., Song, S.T. and Jiang, Z.F. (2013). PTEN mutation, methylation and expression in breast cancer patients. Oncology letters, 6(1), pp.161-168."
Zhang,2020,"Zhang, X.W., Li, Q.H. and Dou, J.J. (2020). Mass spectrometry-based metabolomics in health and medical science: A systematic review. RSC advances, 10(6), pp.3092-3104."
Zhang,2020,"Zhang, Y., Zhang, Y., Gao, W., Zhou, R., Liu, F. and Ng, T.B. (2020). A novel antitumor protein from the mushroom Pholiota nameko induces apoptosis of human breast adenocarcinoma MCF-7 cells in vivo and modulates cytokine secretion in mice bearing MCF-7 xenografts. International Journal of Biological Macromolecules, 164, pp.3171-3178."
Zhao,2017,"Zhao, M., Howard, E.W., Guo, Z., Parris, A.B. and Yang, X. (2017). p53 pathway determines the cellular response to alcohol-induced DNA damage in MCF-7 breast cancer cells. PLoS One, 12(4), p.e0175121."
Zhou,2009,"Zhou, J., Liu, L., Shi, Z., Du, G. and Chen, J. (2009). ATP in current biotechnology: regulation, applications and perspectives. Biotechnology advances, 27(1), pp.94-101."
Zhu,2017,"Zhu, Y.O., Sherlock, G. and Petrov, D.A. (2017). Extremely rare polymorphisms in Saccharomyces cerevisiae allow inference of the mutational spectrum. PLoS genetics, 13(1), p.e1006455."
Zimmer,2013,"Zimmer, D.B., Eubanks, J.O., Ramakrishnan, D. and Criscitiello, M.F. (2013). Evolution of the S100 family of calcium sensor proteins. Cell calcium, 53(3), pp.170-179."
Zimmer,2003,"Zimmer, D.B., Wright Sadosky, P. and Weber, D.J. (2003). Molecular mechanisms of S100‐target protein interactions. Microscopy research and technique, 60(6), pp.552-559."
Zou,2020,"Zou, Y., Fineberg, S., Pearlman, A., Feinman, R.D. and Fine, E.J. (2020) The effect of a ketogenic diet and synergy with rapamycin in a mouse model of breast cancer. PloS one, 15(12), p.e0233662."
